id,date,price,bedrooms,sqft_lot,standard
1952200240,20140611T000000,850830.0,3,13241,high_standard
5200100125,20141027T000000,555000.0,3,3478,high_standard
7214720075,20141212T000000,699950.0,3,107593,high_standard
2450000295,20141007T000000,1088000.0,3,8113,high_standard
6197800045,20140924T000000,290000.0,3,33919,low_standard
1328310370,20150402T000000,375000.0,3,10005,low_standard
546000875,20140523T000000,460000.0,3,4005,low_standard
3530510041,20140723T000000,188500.0,2,2493,low_standard
1853000400,20150305T000000,680000.0,4,28037,high_standard
3134100116,20140827T000000,470000.0,5,12342,low_standard
9545230140,20140725T000000,597750.0,4,9624,high_standard
3362400511,20150304T000000,570000.0,3,3328,high_standard
2525310310,20140916T000000,272500.0,3,12600,low_standard
6126500060,20141124T000000,329950.0,3,5969,low_standard
8961960160,20141028T000000,480000.0,4,16171,low_standard
3626039325,20141121T000000,740500.0,3,6350,high_standard
3362400431,20140626T000000,518500.0,3,1102,low_standard
4060000240,20140623T000000,205425.0,2,6780,low_standard
3454800060,20150108T000000,171800.0,4,9600,low_standard
1695900060,20150511T000000,535000.0,4,2982,low_standard
7278700070,20150102T000000,660000.0,3,6474,high_standard
6675500070,20141119T000000,391500.0,3,9132,low_standard
3626039187,20150406T000000,395000.0,2,6000,low_standard
3524049083,20141104T000000,445000.0,4,4400,low_standard
3275860240,20140618T000000,770000.0,3,10204,high_standard
4389200955,20150302T000000,1450000.0,4,17789,high_standard
4058801670,20140717T000000,445000.0,3,8201,low_standard
8732020310,20140717T000000,260000.0,4,8811,low_standard
2331300505,20140613T000000,822500.0,5,4960,high_standard
7853210060,20150406T000000,430000.0,4,4310,low_standard
3668000070,20150105T000000,212000.0,3,7875,low_standard
9545240070,20150428T000000,660500.0,4,9603,high_standard
1243100136,20140612T000000,784000.0,3,111078,high_standard
8929000270,20140512T000000,453246.0,3,2287,low_standard
2767602356,20150126T000000,675000.0,4,2278,high_standard
921049315,20140813T000000,199000.0,3,17390,low_standard
3655000070,20140805T000000,220000.0,4,7840,low_standard
4027700812,20140529T000000,452000.0,4,10002,low_standard
3992700335,20140707T000000,382500.0,2,4440,low_standard
2767603505,20140507T000000,519950.0,3,1249,low_standard
4232901525,20140627T000000,665000.0,2,3200,high_standard
1777500060,20140708T000000,527700.0,5,9375,low_standard
1432900240,20150508T000000,205000.0,3,8579,low_standard
6140100875,20150415T000000,420000.0,3,8097,low_standard
6071600370,20150227T000000,500000.0,4,8517,low_standard
1526069017,20141203T000000,921500.0,4,315374,high_standard
809001525,20140625T000000,890000.0,4,4000,high_standard
3224079105,20140806T000000,430000.0,2,60984,low_standard
8075400570,20141030T000000,258000.0,5,12500,low_standard
1994200024,20141104T000000,511000.0,3,3455,low_standard
3362900810,20140820T000000,532170.0,3,3090,low_standard
1324300398,20150409T000000,560000.0,3,5000,high_standard
537000445,20150331T000000,282950.0,3,8200,low_standard
7855801670,20150401T000000,2250000.0,4,19850,high_standard
7920100045,20140516T000000,350000.0,1,5100,low_standard
8960000030,20140728T000000,215000.0,3,7669,low_standard
6388930390,20141120T000000,650000.0,5,25245,high_standard
8731900200,20140807T000000,320000.0,4,7500,low_standard
8029200135,20141113T000000,247000.0,3,7198,low_standard
1081200350,20141003T000000,320000.0,4,11180,low_standard
84000105,20140507T000000,255000.0,5,8632,low_standard
3756500060,20150309T000000,438000.0,3,9660,low_standard
7215720160,20150304T000000,900000.0,3,16603,high_standard
3574800520,20140620T000000,441000.0,3,7280,low_standard
2617300160,20140812T000000,420000.0,3,38332,low_standard
2558660270,20141208T000000,370000.0,3,7000,low_standard
2009000370,20150219T000000,269950.0,2,7250,low_standard
1836980160,20150324T000000,807100.0,4,4499,high_standard
3261020370,20140605T000000,653000.0,3,9750,high_standard
1755700060,20140611T000000,371500.0,3,8336,low_standard
4330600435,20150316T000000,284000.0,3,21000,low_standard
9542800700,20150102T000000,272000.0,3,7140,low_standard
1999700045,20140502T000000,313000.0,3,7912,low_standard
1762600070,20150116T000000,917500.0,4,35003,high_standard
1687900520,20140929T000000,673000.0,4,8190,high_standard
7234600798,20150210T000000,425000.0,3,1100,low_standard
3881900445,20140709T000000,399950.0,5,5400,low_standard
2254502445,20140530T000000,385000.0,3,4800,low_standard
5437810320,20141117T000000,269950.0,3,7560,low_standard
9158100075,20150107T000000,330000.0,2,8220,low_standard
3830630310,20140725T000000,260000.0,3,5797,low_standard
8123100045,20150414T000000,470000.0,4,5125,low_standard
3127200041,20140613T000000,589000.0,4,9600,high_standard
6661200320,20140723T000000,163500.0,2,3419,low_standard
11510310,20140905T000000,835000.0,4,13412,high_standard
825059270,20141121T000000,1095000.0,5,12850,high_standard
8731951370,20150415T000000,269000.0,4,10000,low_standard
1954440060,20140505T000000,560000.0,3,8744,high_standard
2264500350,20150418T000000,615000.0,4,2400,high_standard
1115810060,20141205T000000,585188.0,3,10026,high_standard
9477200200,20140818T000000,305000.0,3,9480,low_standard
1432600560,20141105T000000,166950.0,3,8820,low_standard
2287000060,20140912T000000,799000.0,3,9897,high_standard
3663500060,20140625T000000,400000.0,3,7508,low_standard
3996900125,20141201T000000,230000.0,3,10228,low_standard
7796450200,20140515T000000,256883.0,3,5025,low_standard
7549802535,20141111T000000,423000.0,4,6480,low_standard
3278600320,20140723T000000,465000.0,3,4084,low_standard
2824079053,20150113T000000,440000.0,3,66211,low_standard
1222069094,20141014T000000,385000.0,3,155073,low_standard
3542300060,20150311T000000,210000.0,3,11725,low_standard
2222059065,20141112T000000,297000.0,3,14952,low_standard
7551300060,20140716T000000,470000.0,3,5000,low_standard
100600550,20140804T000000,226500.0,3,7370,low_standard
3211100860,20150303T000000,274250.0,3,8450,low_standard
3456000310,20140804T000000,840000.0,4,11010,high_standard
9526600140,20140919T000000,677900.0,3,4587,high_standard
7465900060,20150205T000000,425000.0,3,5864,low_standard
1222000055,20141123T000000,180250.0,2,9600,low_standard
6300000550,20140717T000000,464000.0,6,3404,low_standard
2310030510,20150422T000000,320000.0,4,7579,low_standard
1025049114,20140717T000000,625504.0,3,1566,high_standard
8677300550,20140515T000000,592500.0,4,12032,high_standard
4014400292,20150114T000000,465000.0,3,17936,low_standard
1102000196,20140527T000000,477000.0,4,6270,low_standard
257000138,20150115T000000,280000.0,2,16400,low_standard
46100204,20150221T000000,1505000.0,5,33474,high_standard
1909600046,20140703T000000,445838.0,3,5692,low_standard
1250202145,20140828T000000,1072000.0,2,14864,high_standard
7611200125,20141023T000000,467000.0,2,10800,low_standard
5611500140,20140822T000000,686000.0,4,6440,high_standard
7138000260,20140605T000000,279950.0,3,9750,low_standard
626059335,20140904T000000,527000.0,4,19436,low_standard
1922059282,20140918T000000,325000.0,3,16020,low_standard
705700390,20140903T000000,328000.0,3,8379,low_standard
7454001200,20140604T000000,390000.0,3,7500,low_standard
8682281200,20150309T000000,479950.0,2,6516,low_standard
7972000200,20140529T000000,264950.0,4,9753,low_standard
722059070,20150115T000000,235000.0,3,15246,low_standard
7202340400,20150303T000000,516500.0,3,4729,low_standard
8096000060,20150413T000000,655000.0,2,15798,high_standard
2424000060,20140616T000000,500000.0,4,15347,low_standard
9264902050,20141121T000000,315000.0,6,7350,low_standard
943100260,20141120T000000,213000.0,2,10200,low_standard
3677400445,20140902T000000,475000.0,3,5280,low_standard
1762600320,20140610T000000,1025000.0,5,28040,high_standard
4058000060,20150409T000000,416000.0,3,94300,low_standard
7228500560,20150320T000000,410000.0,4,4740,low_standard
326069104,20140701T000000,800000.0,3,221284,high_standard
5152100060,20140529T000000,472000.0,6,14034,low_standard
3584000310,20141208T000000,225000.0,3,8505,low_standard
8150100045,20141001T000000,210000.0,2,6000,low_standard
1868901275,20150127T000000,455000.0,2,5000,low_standard
6131600075,20150427T000000,225000.0,3,8316,low_standard
9468200125,20140826T000000,480000.0,2,3060,low_standard
8029510030,20150212T000000,363000.0,3,11872,low_standard
2025069065,20140929T000000,2400000.0,4,8354,high_standard
7899800890,20150226T000000,181000.0,2,5120,low_standard
3021059276,20150314T000000,250000.0,4,7312,low_standard
3797001895,20150422T000000,481000.0,3,3000,low_standard
3832710960,20140923T000000,260000.0,3,7209,low_standard
1310430400,20140513T000000,455000.0,4,7685,low_standard
1422300030,20150401T000000,415000.0,3,36224,low_standard
1105000588,20150421T000000,349500.0,3,3538,low_standard
3830630060,20140929T000000,245000.0,3,7442,low_standard
5101404898,20140519T000000,592500.0,2,9191,high_standard
7972601890,20141020T000000,385000.0,4,7620,low_standard
5127001620,20150211T000000,315000.0,3,11455,low_standard
9407100800,20141124T000000,255000.0,3,10170,low_standard
1873100060,20140829T000000,693000.0,4,4425,high_standard
8722101360,20141202T000000,780000.0,3,4400,high_standard
8644000060,20141024T000000,237000.0,3,8470,low_standard
3325069129,20141216T000000,525000.0,3,40510,low_standard
1400300055,20150428T000000,425000.0,2,5040,low_standard
2123039032,20141027T000000,369900.0,1,10079,low_standard
8078560140,20140519T000000,290000.0,4,7280,low_standard
3438500192,20140929T000000,285000.0,3,10701,low_standard
7974200510,20140814T000000,415000.0,2,4500,low_standard
2557000400,20150409T000000,272500.0,3,9900,low_standard
7960900060,20150504T000000,2900000.0,4,20100,high_standard
4054500390,20141007T000000,1365000.0,4,57346,high_standard
6378500125,20150501T000000,436000.0,2,7538,low_standard
1745100140,20141017T000000,210000.0,3,11390,low_standard
2976800796,20140925T000000,236000.0,3,5898,low_standard
4235400186,20141124T000000,331000.0,3,1306,low_standard
4215100060,20150320T000000,365000.0,3,4510,low_standard
9189700045,20150127T000000,450000.0,3,16258,low_standard
1126049053,20141113T000000,770000.0,4,26300,high_standard
2022069200,20150505T000000,455000.0,4,49375,low_standard
9412900055,20150505T000000,405000.0,3,6000,low_standard
1722059235,20140703T000000,304900.0,4,11325,low_standard
6874200960,20150227T000000,170000.0,2,5265,low_standard
7424700045,20150513T000000,2050000.0,5,8480,high_standard
7202360350,20140630T000000,780000.0,4,7048,high_standard
5634500392,20150410T000000,330000.0,3,13959,low_standard
1509500060,20140905T000000,370000.0,4,8666,low_standard
7214810350,20141017T000000,467000.0,5,13500,low_standard
6647200060,20150209T000000,405000.0,3,6720,low_standard
9552700140,20140702T000000,675000.0,5,10300,high_standard
2200500350,20140812T000000,500000.0,2,14100,low_standard
6113400046,20140723T000000,389999.0,4,15770,low_standard
6619910140,20150224T000000,630000.0,4,9025,high_standard
1115450240,20141022T000000,360000.0,4,9528,low_standard
6073240060,20141002T000000,580000.0,4,11060,high_standard
9297300045,20140709T000000,550000.0,3,4166,high_standard
9510920070,20140710T000000,879000.0,4,22111,high_standard
5468730030,20140822T000000,265000.0,3,8959,low_standard
8079030390,20150304T000000,446500.0,3,7286,low_standard
600000152,20140602T000000,404000.0,3,8880,low_standard
1840000030,20140529T000000,267500.0,3,11914,low_standard
3225069065,20140624T000000,3075000.0,4,18641,high_standard
3260800030,20140811T000000,335000.0,3,7632,low_standard
2747100024,20140619T000000,576000.0,3,9000,high_standard
5104530560,20150401T000000,208633.0,3,3810,low_standard
4330600350,20150115T000000,315000.0,3,8750,low_standard
5016001535,20150217T000000,725000.0,3,3300,high_standard
7280300196,20150403T000000,550000.0,4,7750,high_standard
8651520400,20140612T000000,610750.0,4,7297,high_standard
7171200445,20150228T000000,550700.0,2,5000,high_standard
3204800200,20150108T000000,665000.0,4,10574,high_standard
3416600800,20150209T000000,834000.0,4,4000,high_standard
7994700030,20141023T000000,201000.0,5,78408,low_standard
1860600135,20140502T000000,2384000.0,5,9050,high_standard
4139480200,20140618T000000,1384000.0,4,12103,high_standard
4139480200,20141209T000000,1400000.0,4,12103,high_standard
1328320800,20141105T000000,305000.0,4,7700,low_standard
7771300125,20150408T000000,487000.0,3,14052,low_standard
3422059208,20150511T000000,390000.0,3,64904,low_standard
9521101455,20140723T000000,548000.0,2,3864,high_standard
4337000335,20141122T000000,268750.0,4,8775,low_standard
325059286,20140513T000000,819900.0,5,7119,high_standard
2597650240,20141023T000000,520000.0,3,16200,low_standard
3353400435,20140721T000000,230000.0,3,11204,low_standard
7972000240,20150202T000000,240000.0,3,10248,low_standard
7520000520,20140905T000000,232000.0,2,12092,low_standard
7520000520,20150311T000000,240500.0,2,12092,low_standard
3530210260,20141027T000000,274975.0,3,45004,low_standard
1959700550,20140905T000000,740000.0,4,4400,high_standard
1665400045,20150428T000000,186375.0,3,7636,low_standard
9542850320,20140725T000000,790000.0,3,10289,high_standard
3179100060,20140916T000000,880000.0,4,6750,high_standard
2946001550,20150416T000000,279000.0,6,11180,low_standard
8078490390,20140729T000000,295000.0,3,10530,low_standard
9550201550,20150408T000000,640000.0,2,5000,high_standard
191100045,20140703T000000,940000.0,4,9525,high_standard
5009600070,20141007T000000,260000.0,4,5238,low_standard
200350070,20140602T000000,559900.0,3,5569,high_standard
2877103726,20140722T000000,791500.0,4,3500,high_standard
405100295,20140826T000000,265000.0,3,8250,low_standard
4268200055,20150501T000000,245000.0,3,11547,low_standard
3126069068,20150424T000000,485000.0,4,43995,low_standard
1115300070,20141106T000000,684000.0,4,8414,high_standard
6414100671,20140909T000000,425000.0,3,6840,low_standard
7004200060,20141017T000000,309600.0,4,20000,low_standard
7852110140,20140718T000000,552250.0,4,5823,high_standard
3969300030,20140723T000000,165000.0,4,7134,low_standard
3969300030,20141229T000000,239900.0,4,7134,low_standard
4048400070,20141205T000000,320000.0,2,32633,low_standard
808000070,20141021T000000,206600.0,3,13464,low_standard
7374200030,20150416T000000,387000.0,4,7690,low_standard
7325600160,20140604T000000,299000.0,1,12120,low_standard
2757000030,20140922T000000,855000.0,4,10460,high_standard
616000140,20150126T000000,315000.0,3,14400,low_standard
3363900111,20141203T000000,437500.0,2,3120,low_standard
9262800171,20150324T000000,252000.0,4,19800,low_standard
6607000126,20140604T000000,375000.0,4,7475,low_standard
5416510830,20140806T000000,300000.0,4,4862,low_standard
2201500030,20141006T000000,420000.0,4,9600,low_standard
325059171,20140505T000000,900000.0,3,77972,high_standard
952003285,20140805T000000,679900.0,3,5750,high_standard
3211290370,20140605T000000,463000.0,3,29970,low_standard
1072010350,20140828T000000,380000.0,5,11340,low_standard
8856950070,20141210T000000,329500.0,4,7912,low_standard
925059078,20140819T000000,604950.0,3,5608,high_standard
7855801090,20140917T000000,795000.0,5,9570,high_standard
723099065,20150130T000000,465000.0,3,40438,low_standard
6116500075,20150326T000000,673000.0,4,10400,high_standard
1118500030,20141001T000000,810000.0,4,15420,high_standard
424069250,20150423T000000,785000.0,4,69415,high_standard
3291800710,20141120T000000,338000.0,4,7500,low_standard
6838700060,20141204T000000,280000.0,3,7222,low_standard
2231500030,20141001T000000,315000.0,4,10754,low_standard
2231500030,20150324T000000,530000.0,4,10754,low_standard
7683900200,20141223T000000,380000.0,5,9914,low_standard
8155830060,20140811T000000,297000.0,3,7562,low_standard
98020310,20140520T000000,730000.0,4,7331,high_standard
9423400140,20140609T000000,450000.0,3,13500,low_standard
1545804860,20141027T000000,275000.0,3,7750,low_standard
2883200160,20150429T000000,595000.0,4,2849,high_standard
7132300695,20150421T000000,435000.0,3,3348,low_standard
1726059053,20140916T000000,270000.0,2,209959,low_standard
624111000,20140805T000000,950000.0,3,14338,high_standard
808300310,20150313T000000,389000.0,4,5337,low_standard
8563040160,20150121T000000,560000.0,4,7800,high_standard
713500030,20140728T000000,1350000.0,5,14984,high_standard
8651600160,20141111T000000,799000.0,4,11585,high_standard
9517200030,20140625T000000,365500.0,3,9600,low_standard
2460700700,20140515T000000,252350.0,3,7352,low_standard
1223039290,20140905T000000,403950.0,4,13780,low_standard
2890100060,20140801T000000,385000.0,4,10726,low_standard
7972600860,20141210T000000,345000.0,4,7620,low_standard
8857320070,20140917T000000,490000.0,3,3128,low_standard
4047200695,20140618T000000,330000.0,3,26977,low_standard
1653500070,20140512T000000,927000.0,4,12090,high_standard
1923000030,20140728T000000,1118000.0,4,16619,high_standard
3649100320,20150430T000000,330000.0,2,10000,low_standard
7375300160,20150309T000000,530000.0,5,8800,low_standard
5175800060,20140623T000000,365000.0,4,25600,low_standard
1604601375,20140619T000000,378750.0,3,3000,low_standard
2473251090,20140619T000000,269900.0,4,8750,low_standard
9126100861,20150306T000000,557000.0,3,2096,high_standard
3420069065,20140825T000000,360000.0,4,16980,low_standard
6021501685,20150422T000000,352000.0,2,5000,low_standard
1151100070,20150224T000000,437000.0,3,22357,low_standard
8856950240,20140618T000000,322500.0,4,6753,low_standard
9385200055,20140912T000000,650000.0,3,2000,high_standard
7821200390,20140806T000000,450000.0,3,1213,low_standard
8078520310,20150417T000000,278500.0,3,5250,low_standard
1565950030,20150427T000000,364950.0,4,6957,low_standard
1560930070,20140911T000000,840000.0,4,40139,high_standard
6700400140,20150318T000000,268000.0,3,8134,low_standard
2422029094,20140716T000000,517534.0,2,143947,low_standard
1774220160,20141104T000000,632925.0,3,32239,high_standard
1525200060,20140723T000000,577500.0,3,7251,high_standard
1678400105,20150212T000000,339000.0,4,7480,low_standard
3426059070,20140909T000000,570000.0,3,37461,high_standard
824079032,20140626T000000,563500.0,4,174240,high_standard
2697100140,20150105T000000,423000.0,4,9351,low_standard
8724300030,20141223T000000,355000.0,3,5028,low_standard
8678500060,20140710T000000,1550000.0,5,171626,high_standard
625049299,20141203T000000,482000.0,2,3960,low_standard
6073200075,20140730T000000,625000.0,3,9135,high_standard
6388900710,20141219T000000,538000.0,3,11632,low_standard
1442860160,20150107T000000,380000.0,3,10255,low_standard
7942600310,20140717T000000,375000.0,2,5120,low_standard
1545808560,20150403T000000,245000.0,3,8500,low_standard
936000060,20141114T000000,310000.0,5,27260,low_standard
9808650060,20150225T000000,1300000.0,3,15021,high_standard
3754700160,20140506T000000,397000.0,4,7680,low_standard
305500140,20150512T000000,365000.0,3,4052,low_standard
5468750060,20141028T000000,328500.0,4,8250,low_standard
2944010240,20140908T000000,988000.0,4,19700,high_standard
3454000060,20140722T000000,1000000.0,4,3277,high_standard
646910160,20140903T000000,237000.0,3,2138,low_standard
8564950390,20140919T000000,525000.0,4,5280,low_standard
2268400350,20140916T000000,749000.0,4,9627,high_standard
7504101040,20140821T000000,722500.0,5,11800,high_standard
11500890,20150312T000000,843000.0,3,8750,high_standard
9528102772,20140708T000000,438000.0,2,1372,low_standard
284000223,20140916T000000,578000.0,3,10875,high_standard
3353401710,20140923T000000,227950.0,3,8230,low_standard
8159610030,20140722T000000,196000.0,3,11576,low_standard
3179100435,20140715T000000,641000.0,2,5332,high_standard
822079033,20150422T000000,350000.0,3,219978,low_standard
8857600960,20140819T000000,205000.0,3,7980,low_standard
1774000200,20141202T000000,400000.0,3,9102,low_standard
2024069128,20141110T000000,1030000.0,3,9816,high_standard
1049010390,20150319T000000,505000.0,3,5460,low_standard
7905370390,20141009T000000,475000.0,5,7200,low_standard
4140090240,20141105T000000,520000.0,3,9263,low_standard
4055700030,20150502T000000,1450000.0,3,24920,high_standard
3775300030,20141231T000000,333500.0,3,9732,low_standard
2525300030,20150222T000000,232000.0,3,10403,low_standard
1324059104,20150421T000000,691100.0,3,16117,high_standard
2287000030,20141014T000000,811000.0,3,9897,high_standard
7702010030,20140520T000000,551000.0,3,5802,high_standard
1529200340,20150108T000000,496500.0,3,3640,low_standard
2122039094,20141126T000000,705000.0,3,20978,high_standard
1742800030,20140612T000000,578000.0,4,9225,high_standard
1796360350,20150128T000000,255000.0,3,8659,low_standard
6154500070,20140626T000000,1050000.0,4,7832,high_standard
1843100340,20150305T000000,348000.0,3,8491,low_standard
8944290160,20141104T000000,230000.0,3,3413,low_standard
4166600473,20141209T000000,359500.0,4,11250,low_standard
7282300125,20141112T000000,330000.0,3,7000,low_standard
8658300340,20140523T000000,80000.0,1,5050,low_standard
2419600075,20141201T000000,465000.0,3,6360,low_standard
2621760350,20141015T000000,325000.0,4,7324,low_standard
1723049270,20150107T000000,340500.0,3,28025,low_standard
4123840310,20150106T000000,342500.0,3,5192,low_standard
2172000075,20140623T000000,290900.0,2,17600,low_standard
8651611170,20150213T000000,868700.0,3,6161,high_standard
8820902200,20141113T000000,1199000.0,4,8400,high_standard
8651610890,20141014T000000,1150000.0,4,10259,high_standard
1853080570,20140811T000000,859900.0,4,6298,high_standard
3629920030,20140808T000000,520000.0,4,3006,low_standard
1604602050,20140711T000000,460000.0,3,2527,low_standard
6844700810,20140901T000000,438924.0,3,4590,low_standard
66000070,20150406T000000,315000.0,2,6550,low_standard
6665800030,20140718T000000,590000.0,4,10650,high_standard
2205700350,20141104T000000,378500.0,4,8640,low_standard
5466000030,20140603T000000,328500.0,3,8130,low_standard
6189200125,20150325T000000,849950.0,3,9773,high_standard
9169600135,20141027T000000,525000.0,3,6000,low_standard
2625069070,20150410T000000,1385000.0,4,181319,high_standard
8732131090,20150428T000000,295000.0,4,7725,low_standard
9286000240,20140711T000000,1067000.0,6,11793,high_standard
1895000260,20140721T000000,207950.0,2,5000,low_standard
8691370400,20141216T000000,699900.0,4,7302,high_standard
5423010350,20150210T000000,1280000.0,5,9500,high_standard
8562501040,20141120T000000,452000.0,4,7350,low_standard
2475200140,20150205T000000,370000.0,3,5036,low_standard
7942100310,20150127T000000,232000.0,3,11230,low_standard
3760000030,20141030T000000,669950.0,5,14062,high_standard
1727500340,20140614T000000,397500.0,3,6710,low_standard
9828702519,20140512T000000,490000.0,2,1391,low_standard
4432600075,20150128T000000,725000.0,4,4140,high_standard
7806300030,20140917T000000,299000.0,3,19635,low_standard
9274202270,20140818T000000,625000.0,2,5750,high_standard
7852030960,20141106T000000,437500.0,3,4500,low_standard
7852170140,20150510T000000,650000.0,4,5438,high_standard
7518503335,20140519T000000,475000.0,2,3825,low_standard
5467900070,20140502T000000,342000.0,3,11947,low_standard
1245002952,20141015T000000,1197350.0,4,7800,high_standard
8906200070,20150210T000000,280000.0,3,11610,low_standard
5379805885,20140521T000000,240000.0,2,7200,low_standard
2769600560,20140527T000000,529000.0,3,3328,low_standard
9238901420,20150202T000000,442000.0,3,5100,low_standard
5113400431,20140508T000000,615000.0,2,6872,high_standard
3885805665,20140612T000000,1485000.0,4,10800,high_standard
8121200810,20150505T000000,585000.0,4,7559,high_standard
5126310400,20150305T000000,480000.0,4,7787,low_standard
7322910030,20140721T000000,1095000.0,5,57063,high_standard
2827100070,20141105T000000,290000.0,4,8184,low_standard
9276201895,20140820T000000,615000.0,3,5000,high_standard
4402700070,20150311T000000,300000.0,2,7680,low_standard
1922059046,20141029T000000,308000.0,3,39150,low_standard
