,house_age,dormitory_type,condition_type
122,new_house,apartament,regular
123,new_house,house,good
124,new_house,house,regular
125,new_house,house,regular
126,new_house,house,regular
127,new_house,house,regular
128,new_house,house,good
129,new_house,house,regular
130,new_house,house,regular
131,new_house,house,regular
132,new_house,house,regular
133,new_house,house,regular
134,new_house,house,regular
135,new_house,house,regular
136,new_house,house,regular
137,new_house,house,regular
138,new_house,apartament,regular
139,new_house,house,regular
140,new_house,apartament,regular
141,new_house,house,regular
142,new_house,house,regular
143,new_house,house,regular
144,new_house,house,regular
145,new_house,house,regular
146,new_house,house,regular
147,new_house,apartament,regular
148,new_house,house,regular
149,new_house,house,regular
150,new_house,house,regular
151,new_house,house,regular
152,new_house,house,regular
153,new_house,house,regular
154,new_house,studio,regular
155,new_house,house,regular
156,new_house,house,regular
157,new_house,house,regular
158,new_house,house,regular
159,new_house,house,regular
160,new_house,house,regular
161,new_house,house,regular
162,new_house,house,regular
163,new_house,house,regular
164,new_house,house,regular
165,new_house,house,regular
166,new_house,apartament,good
167,new_house,house,regular
168,new_house,house,regular
169,new_house,house,good
170,new_house,house,regular
171,new_house,house,regular
172,new_house,house,regular
173,new_house,house,regular
174,new_house,house,regular
175,new_house,house,regular
176,new_house,house,regular
177,new_house,house,regular
178,new_house,house,regular
179,new_house,apartament,regular
180,new_house,house,regular
181,new_house,house,regular
182,new_house,house,good
183,new_house,apartament,regular
184,new_house,house,regular
185,new_house,house,regular
186,new_house,house,regular
187,new_house,house,regular
188,new_house,house,regular
189,new_house,house,regular
190,new_house,house,regular
191,new_house,house,regular
192,new_house,house,regular
193,new_house,house,regular
194,new_house,house,regular
195,new_house,house,regular
196,new_house,house,good
197,new_house,house,regular
198,new_house,house,regular
199,new_house,house,regular
200,new_house,house,regular
201,new_house,house,regular
202,new_house,house,regular
203,new_house,house,regular
204,new_house,house,regular
205,new_house,house,regular
206,new_house,house,regular
207,new_house,house,regular
208,new_house,apartament,regular
209,new_house,house,regular
210,new_house,house,regular
211,new_house,house,regular
212,new_house,house,regular
213,new_house,house,regular
214,new_house,house,regular
215,new_house,apartament,regular
216,new_house,house,regular
217,new_house,house,regular
218,new_house,apartament,regular
219,new_house,apartament,regular
220,new_house,house,regular
221,new_house,house,regular
222,new_house,house,regular
223,new_house,house,regular
224,new_house,house,regular
225,new_house,house,good
226,new_house,apartament,regular
227,new_house,house,regular
228,new_house,house,regular
229,new_house,house,regular
230,new_house,apartament,regular
231,new_house,house,good
232,new_house,house,regular
233,new_house,apartament,regular
234,new_house,house,good
235,new_house,house,regular
236,new_house,house,good
237,new_house,house,regular
238,new_house,house,regular
239,new_house,house,regular
240,new_house,house,regular
241,new_house,apartament,regular
242,new_house,apartament,bad
243,new_house,house,regular
244,new_house,apartament,regular
245,new_house,house,regular
246,new_house,house,regular
247,new_house,apartament,regular
248,new_house,house,regular
249,new_house,house,regular
250,new_house,house,regular
251,new_house,house,regular
252,new_house,house,regular
253,new_house,house,regular
254,new_house,house,regular
255,new_house,apartament,good
256,new_house,house,regular
257,new_house,house,regular
258,new_house,house,regular
259,new_house,house,regular
260,new_house,house,regular
261,new_house,house,regular
262,new_house,house,regular
263,new_house,apartament,regular
264,new_house,studio,good
265,new_house,house,regular
266,new_house,house,regular
267,new_house,apartament,regular
268,new_house,house,regular
269,new_house,house,regular
270,new_house,house,regular
271,new_house,apartament,regular
272,new_house,house,regular
273,new_house,house,regular
274,new_house,house,regular
275,new_house,house,regular
276,new_house,house,good
277,new_house,house,regular
278,new_house,house,regular
279,new_house,house,regular
280,new_house,house,regular
281,new_house,apartament,regular
282,new_house,house,good
283,new_house,house,regular
284,new_house,house,regular
285,new_house,house,regular
286,new_house,house,regular
287,new_house,house,regular
288,new_house,house,regular
289,new_house,apartament,regular
290,new_house,house,regular
291,new_house,house,regular
292,new_house,house,regular
293,new_house,house,regular
294,new_house,house,good
295,new_house,house,regular
296,new_house,house,regular
297,new_house,house,regular
298,new_house,house,regular
299,new_house,house,regular
300,new_house,house,regular
301,new_house,house,regular
302,new_house,house,regular
303,new_house,house,regular
304,new_house,house,regular
305,new_house,house,regular
306,new_house,house,regular
307,new_house,house,regular
308,new_house,apartament,regular
309,new_house,house,good
310,new_house,house,good
311,new_house,house,regular
312,new_house,house,good
313,new_house,house,regular
314,new_house,house,regular
315,new_house,house,regular
316,new_house,house,good
317,new_house,house,regular
318,new_house,apartament,regular
319,new_house,house,regular
320,new_house,house,regular
321,new_house,house,regular
322,new_house,house,regular
323,new_house,house,regular
324,new_house,apartament,regular
325,new_house,apartament,regular
326,new_house,house,regular
327,new_house,house,regular
328,new_house,house,bad
329,new_house,house,regular
330,new_house,house,regular
331,new_house,house,regular
332,new_house,house,regular
333,new_house,apartament,regular
334,new_house,house,good
335,new_house,house,regular
336,new_house,house,regular
337,new_house,house,good
338,new_house,house,regular
339,new_house,house,regular
340,new_house,house,regular
341,new_house,house,regular
342,new_house,house,regular
343,new_house,house,regular
344,new_house,house,regular
345,new_house,house,regular
346,new_house,house,regular
347,new_house,apartament,regular
348,new_house,house,regular
349,new_house,house,regular
350,new_house,studio,regular
351,new_house,house,regular
352,new_house,house,regular
353,new_house,apartament,good
354,new_house,house,regular
355,new_house,house,good
356,new_house,house,regular
357,new_house,house,regular
358,new_house,house,regular
359,new_house,house,regular
360,new_house,house,regular
361,new_house,house,regular
362,new_house,house,regular
363,new_house,house,regular
364,new_house,house,regular
365,new_house,house,regular
366,new_house,house,regular
367,new_house,house,regular
368,new_house,house,regular
369,new_house,house,regular
370,new_house,house,regular
371,new_house,house,good
372,new_house,house,good
373,new_house,house,regular
374,new_house,house,regular
375,new_house,house,regular
376,new_house,house,regular
377,new_house,house,regular
378,new_house,house,regular
379,new_house,house,regular
380,new_house,apartament,bad
381,new_house,house,regular
382,new_house,house,regular
383,new_house,house,regular
384,new_house,house,regular
385,new_house,house,regular
386,new_house,house,regular
387,new_house,house,regular
388,new_house,house,regular
389,new_house,house,regular
390,new_house,house,regular
391,new_house,house,regular
392,new_house,house,regular
393,new_house,house,regular
394,new_house,house,regular
395,new_house,apartament,good
396,new_house,house,regular
397,new_house,house,bad
398,new_house,house,regular
399,new_house,house,regular
400,new_house,house,regular
401,new_house,house,regular
402,new_house,apartament,regular
403,new_house,house,regular
404,new_house,house,regular
405,new_house,house,regular
406,new_house,house,regular
407,new_house,house,regular
408,new_house,house,regular
409,new_house,house,regular
410,new_house,house,regular
411,new_house,apartament,regular
412,new_house,house,regular
413,new_house,house,regular
414,new_house,house,regular
415,new_house,house,regular
416,new_house,house,regular
417,new_house,house,good
418,new_house,house,regular
419,new_house,house,regular
420,new_house,apartament,regular
421,new_house,house,good
422,new_house,house,regular
423,new_house,house,regular
424,new_house,apartament,regular
425,new_house,house,good
426,new_house,house,regular
427,new_house,house,regular
428,new_house,house,regular
429,new_house,house,regular
430,new_house,house,regular
431,new_house,house,regular
432,new_house,house,good
433,new_house,house,regular
434,new_house,house,regular
435,new_house,house,regular
436,new_house,house,regular
437,new_house,house,regular
438,new_house,apartament,regular
439,new_house,house,regular
440,new_house,house,good
441,new_house,house,regular
442,new_house,apartament,regular
443,new_house,house,regular
444,new_house,house,regular
445,new_house,house,regular
446,new_house,house,regular
447,new_house,house,regular
448,new_house,house,regular
449,new_house,house,good
450,new_house,house,regular
451,new_house,house,regular
452,new_house,house,regular
453,new_house,house,regular
454,new_house,house,regular
455,new_house,house,regular
456,new_house,house,regular
457,new_house,house,regular
458,new_house,house,good
459,new_house,house,good
460,new_house,house,regular
461,new_house,house,regular
462,new_house,house,regular
463,new_house,house,regular
464,new_house,house,regular
465,new_house,studio,bad
466,new_house,house,regular
467,new_house,house,regular
468,new_house,house,regular
469,new_house,house,regular
470,new_house,apartament,regular
471,new_house,house,regular
472,new_house,house,regular
473,new_house,house,regular
474,new_house,house,regular
475,new_house,house,regular
476,new_house,house,regular
477,new_house,house,regular
478,new_house,apartament,regular
479,new_house,house,regular
480,new_house,house,regular
481,new_house,house,regular
482,new_house,house,regular
483,new_house,house,regular
484,new_house,house,regular
485,new_house,house,regular
486,new_house,house,regular
487,new_house,apartament,regular
488,new_house,house,regular
489,new_house,house,regular
490,new_house,house,regular
491,new_house,house,regular
492,new_house,house,good
493,new_house,house,regular
494,new_house,house,regular
495,new_house,apartament,regular
496,new_house,house,regular
497,new_house,house,regular
498,new_house,apartament,regular
499,new_house,house,regular
500,new_house,house,regular
501,new_house,apartament,regular
502,new_house,house,regular
503,new_house,house,regular
504,new_house,house,regular
505,new_house,apartament,regular
506,new_house,house,regular
507,new_house,house,regular
508,new_house,apartament,regular
509,new_house,house,regular
510,new_house,house,regular
511,new_house,house,regular
512,new_house,house,regular
513,new_house,house,regular
514,new_house,house,good
515,new_house,apartament,regular
516,new_house,house,regular
517,new_house,house,regular
518,new_house,house,good
519,new_house,house,regular
520,new_house,house,good
521,new_house,apartament,regular
522,new_house,house,regular
523,new_house,house,regular
524,new_house,apartament,regular
525,new_house,apartament,regular
526,new_house,house,regular
527,new_house,house,regular
528,new_house,house,regular
529,new_house,house,regular
530,new_house,house,regular
531,new_house,apartament,regular
532,new_house,house,regular
533,new_house,house,regular
534,new_house,house,regular
535,new_house,house,regular
536,new_house,house,regular
537,new_house,apartament,regular
538,new_house,house,regular
539,new_house,house,regular
540,new_house,house,regular
541,new_house,house,regular
542,new_house,house,regular
543,new_house,house,regular
544,new_house,house,regular
545,new_house,house,regular
546,new_house,house,regular
547,new_house,apartament,regular
548,new_house,house,regular
549,new_house,apartament,regular
550,new_house,house,regular
551,new_house,house,good
552,new_house,house,regular
553,new_house,apartament,regular
554,new_house,house,good
555,new_house,house,regular
556,new_house,house,regular
557,new_house,house,regular
558,new_house,house,regular
559,new_house,house,regular
560,new_house,house,regular
561,new_house,house,regular
562,new_house,house,regular
563,new_house,house,regular
564,new_house,house,regular
565,new_house,house,regular
566,new_house,house,regular
567,new_house,house,good
568,new_house,house,regular
569,new_house,apartament,regular
570,new_house,house,regular
571,new_house,house,regular
572,new_house,house,regular
573,new_house,house,good
574,new_house,house,regular
575,new_house,apartament,regular
576,new_house,house,regular
577,new_house,house,regular
578,new_house,house,regular
579,new_house,house,regular
580,new_house,house,regular
581,new_house,house,regular
582,new_house,apartament,regular
583,new_house,house,regular
584,new_house,house,regular
585,new_house,house,regular
586,new_house,house,regular
587,new_house,house,regular
588,new_house,house,regular
589,new_house,house,good
590,new_house,house,regular
591,new_house,house,regular
592,new_house,house,regular
593,new_house,house,regular
594,new_house,house,regular
595,new_house,house,regular
596,new_house,apartament,regular
597,new_house,house,regular
598,new_house,house,regular
599,new_house,house,regular
600,new_house,apartament,regular
601,new_house,house,regular
602,new_house,house,regular
603,new_house,house,regular
604,new_house,house,regular
605,new_house,house,good
606,new_house,apartament,regular
607,new_house,apartament,regular
608,new_house,house,regular
609,new_house,house,regular
610,new_house,apartament,regular
611,new_house,house,regular
612,new_house,house,regular
613,new_house,house,regular
614,new_house,house,regular
615,new_house,house,regular
616,new_house,house,regular
617,new_house,house,regular
618,new_house,house,regular
619,new_house,house,regular
620,new_house,house,regular
621,new_house,house,regular
622,new_house,house,regular
623,new_house,apartament,regular
624,new_house,house,regular
625,new_house,house,regular
626,new_house,house,regular
627,new_house,house,regular
628,new_house,house,regular
629,new_house,house,regular
630,new_house,house,good
631,new_house,apartament,regular
632,new_house,house,good
633,new_house,house,regular
634,new_house,apartament,regular
635,new_house,house,regular
636,new_house,house,regular
637,new_house,house,good
638,new_house,house,regular
639,new_house,house,good
640,new_house,apartament,regular
641,new_house,house,regular
642,new_house,house,regular
643,new_house,house,regular
644,new_house,house,regular
645,new_house,house,regular
646,new_house,house,regular
647,new_house,house,regular
648,new_house,studio,regular
649,new_house,house,regular
650,new_house,house,regular
651,new_house,house,regular
652,new_house,house,regular
653,new_house,house,regular
654,new_house,house,regular
655,new_house,house,regular
656,new_house,house,regular
657,new_house,house,regular
658,new_house,house,regular
659,new_house,house,regular
660,new_house,house,regular
661,new_house,house,regular
662,new_house,house,regular
663,new_house,house,regular
664,new_house,house,regular
665,new_house,house,regular
666,new_house,house,regular
667,new_house,house,regular
668,new_house,house,regular
669,new_house,house,good
670,new_house,house,regular
671,new_house,house,regular
672,new_house,house,good
673,new_house,house,regular
674,new_house,house,regular
675,new_house,house,regular
676,new_house,apartament,regular
677,new_house,apartament,regular
678,new_house,house,regular
679,new_house,house,regular
680,new_house,house,regular
681,new_house,house,regular
682,new_house,house,regular
683,new_house,house,regular
684,new_house,house,regular
685,new_house,house,regular
686,new_house,house,regular
687,new_house,house,regular
688,new_house,house,regular
689,new_house,house,regular
690,new_house,house,regular
691,new_house,house,good
692,new_house,house,regular
693,new_house,apartament,regular
694,new_house,house,regular
695,new_house,house,regular
696,new_house,house,good
697,new_house,house,regular
698,new_house,house,regular
699,new_house,house,regular
700,new_house,apartament,regular
701,new_house,apartament,regular
702,new_house,house,bad
703,new_house,house,regular
704,new_house,apartament,regular
705,new_house,apartament,regular
706,new_house,house,regular
707,new_house,house,regular
708,new_house,house,good
709,new_house,house,regular
710,new_house,house,regular
711,new_house,house,regular
712,new_house,house,regular
713,new_house,house,regular
714,new_house,house,regular
715,new_house,house,good
716,new_house,house,good
717,new_house,house,regular
718,new_house,house,regular
719,new_house,house,regular
720,new_house,house,regular
721,new_house,apartament,good
722,new_house,house,regular
723,new_house,house,regular
724,new_house,house,regular
725,new_house,house,good
726,new_house,apartament,regular
727,new_house,apartament,regular
728,new_house,house,regular
729,new_house,house,regular
730,new_house,house,good
731,new_house,house,regular
732,new_house,house,regular
733,new_house,house,regular
734,new_house,house,regular
735,new_house,house,regular
736,new_house,house,regular
737,new_house,house,regular
738,new_house,house,regular
739,new_house,house,regular
740,new_house,house,regular
741,new_house,apartament,regular
742,new_house,house,regular
743,new_house,house,regular
744,new_house,house,regular
745,new_house,house,regular
746,new_house,house,regular
747,new_house,house,regular
748,new_house,house,regular
749,new_house,house,regular
750,new_house,house,regular
751,new_house,house,good
752,new_house,house,good
753,new_house,apartament,regular
754,new_house,house,good
755,new_house,house,regular
756,new_house,house,regular
757,new_house,apartament,regular
758,new_house,house,regular
759,new_house,house,regular
760,new_house,house,regular
761,new_house,house,regular
762,new_house,house,regular
763,new_house,house,regular
764,new_house,house,good
765,new_house,house,regular
766,new_house,house,regular
767,new_house,house,good
768,new_house,house,good
769,new_house,house,regular
770,new_house,house,regular
771,new_house,house,regular
772,new_house,house,regular
773,new_house,apartament,regular
774,new_house,house,regular
775,new_house,house,regular
776,new_house,house,regular
777,new_house,house,regular
778,new_house,house,regular
779,new_house,house,good
780,new_house,house,good
781,new_house,house,good
782,new_house,house,regular
783,new_house,house,regular
784,new_house,house,regular
785,new_house,house,regular
786,new_house,apartament,regular
787,new_house,house,regular
788,new_house,house,regular
789,new_house,house,regular
790,new_house,house,regular
791,new_house,house,regular
792,new_house,house,regular
793,new_house,house,regular
794,new_house,apartament,regular
795,new_house,house,regular
796,new_house,house,regular
797,new_house,house,good
798,new_house,house,regular
799,new_house,house,regular
800,new_house,house,regular
801,new_house,house,good
802,new_house,house,regular
803,new_house,house,regular
804,new_house,house,regular
805,new_house,house,regular
806,new_house,house,regular
807,new_house,house,good
808,new_house,house,regular
809,new_house,house,regular
810,new_house,house,regular
811,new_house,apartament,regular
812,new_house,house,regular
813,new_house,house,regular
814,new_house,house,regular
815,new_house,house,regular
816,new_house,house,regular
817,new_house,apartament,regular
818,new_house,house,regular
819,new_house,house,regular
820,new_house,house,regular
821,new_house,house,regular
822,new_house,house,good
823,new_house,house,regular
824,new_house,house,regular
825,new_house,house,regular
826,new_house,house,good
827,new_house,house,regular
828,new_house,house,regular
829,new_house,house,regular
830,new_house,house,regular
831,new_house,house,regular
832,new_house,house,regular
833,new_house,house,regular
834,new_house,house,regular
835,new_house,house,regular
836,new_house,apartament,regular
837,new_house,apartament,regular
838,new_house,house,regular
839,new_house,house,regular
840,new_house,house,regular
841,new_house,house,regular
842,new_house,house,regular
843,new_house,house,regular
844,new_house,house,regular
845,new_house,house,regular
846,new_house,house,regular
847,new_house,house,regular
848,new_house,house,regular
849,new_house,house,regular
850,new_house,house,regular
851,new_house,house,regular
852,new_house,house,regular
853,new_house,house,regular
854,new_house,house,regular
855,new_house,house,regular
856,new_house,house,regular
857,new_house,house,regular
858,new_house,house,good
859,new_house,house,regular
860,new_house,studio,regular
861,new_house,house,regular
862,new_house,house,regular
863,new_house,house,regular
864,new_house,house,regular
865,new_house,house,regular
866,new_house,house,regular
867,new_house,house,regular
868,new_house,apartament,regular
869,new_house,house,regular
870,new_house,house,regular
871,new_house,house,regular
872,new_house,house,good
873,new_house,house,regular
874,new_house,house,regular
875,new_house,NAN,regular
876,new_house,house,regular
877,new_house,house,regular
878,new_house,house,regular
879,new_house,house,regular
880,new_house,house,regular
881,new_house,house,bad
882,new_house,house,regular
883,new_house,house,good
884,new_house,house,good
885,new_house,house,regular
886,new_house,house,regular
887,new_house,apartament,regular
888,new_house,house,regular
889,new_house,house,regular
890,new_house,house,regular
891,new_house,house,regular
892,new_house,house,regular
893,new_house,apartament,regular
894,new_house,house,regular
895,new_house,house,regular
896,new_house,house,regular
897,new_house,house,regular
898,new_house,house,regular
899,new_house,house,regular
900,new_house,house,regular
901,new_house,house,regular
902,new_house,house,regular
903,new_house,studio,regular
904,new_house,house,regular
905,new_house,house,good
906,new_house,house,regular
907,new_house,house,good
908,new_house,house,good
909,new_house,house,regular
910,new_house,house,regular
911,new_house,house,regular
912,new_house,house,regular
913,new_house,house,regular
914,new_house,house,regular
915,new_house,house,regular
916,new_house,house,regular
917,new_house,house,regular
918,new_house,apartament,regular
919,new_house,house,good
920,new_house,house,regular
921,new_house,house,regular
922,new_house,house,regular
923,new_house,house,regular
924,new_house,house,regular
925,new_house,house,regular
926,new_house,house,regular
927,new_house,house,regular
928,new_house,apartament,regular
929,new_house,house,regular
930,new_house,house,regular
931,new_house,house,regular
932,new_house,house,regular
933,new_house,house,regular
934,new_house,house,good
935,new_house,house,regular
936,new_house,house,regular
937,new_house,apartament,regular
938,new_house,house,regular
939,new_house,house,regular
940,new_house,house,regular
941,new_house,apartament,regular
942,new_house,house,good
943,new_house,house,regular
944,new_house,house,good
945,new_house,house,regular
946,new_house,house,regular
947,new_house,house,regular
948,new_house,house,regular
949,new_house,house,regular
950,new_house,house,regular
951,new_house,house,regular
952,new_house,house,regular
953,new_house,house,regular
954,new_house,house,regular
955,new_house,house,regular
956,new_house,house,regular
957,new_house,house,regular
958,new_house,house,good
959,new_house,house,regular
960,new_house,house,good
961,new_house,house,regular
962,new_house,apartament,regular
963,new_house,house,good
964,new_house,house,regular
965,new_house,house,regular
966,new_house,house,regular
967,new_house,house,regular
968,new_house,house,regular
969,new_house,house,regular
970,new_house,house,regular
971,new_house,house,regular
972,new_house,house,regular
973,new_house,house,regular
974,new_house,house,regular
975,new_house,house,regular
976,new_house,house,regular
977,new_house,house,regular
978,new_house,house,regular
979,new_house,house,regular
980,new_house,house,regular
981,new_house,house,regular
982,new_house,apartament,regular
983,new_house,apartament,regular
984,new_house,apartament,regular
985,new_house,house,regular
986,new_house,house,regular
987,new_house,house,regular
988,new_house,house,regular
989,new_house,house,regular
990,new_house,house,regular
991,new_house,house,regular
992,new_house,house,regular
993,new_house,house,regular
994,new_house,apartament,regular
995,new_house,house,regular
996,new_house,apartament,regular
997,new_house,apartament,regular
998,new_house,apartament,regular
999,new_house,house,regular
1000,new_house,house,regular
1001,new_house,house,regular
1002,new_house,house,regular
1003,new_house,house,regular
1004,new_house,house,regular
1005,new_house,house,regular
1006,new_house,house,regular
1007,new_house,house,regular
1008,new_house,house,regular
1009,new_house,apartament,regular
1010,new_house,house,good
1011,new_house,house,regular
1012,new_house,house,regular
1013,new_house,house,regular
1014,new_house,apartament,regular
1015,new_house,house,regular
1016,new_house,house,regular
1017,new_house,house,regular
1018,new_house,house,good
1019,new_house,house,regular
1020,new_house,house,regular
1021,new_house,house,regular
1022,new_house,house,regular
1023,new_house,house,regular
1024,new_house,house,good
1025,new_house,house,regular
1026,new_house,apartament,bad
1027,new_house,house,regular
1028,new_house,house,regular
1029,new_house,apartament,regular
1030,new_house,house,regular
1031,new_house,house,regular
1032,new_house,apartament,regular
1033,new_house,house,good
1034,new_house,house,regular
1035,new_house,house,regular
1036,new_house,house,regular
1037,new_house,house,regular
1038,new_house,house,regular
1039,new_house,house,regular
1040,new_house,apartament,regular
1041,new_house,house,regular
1042,new_house,house,regular
1043,new_house,apartament,regular
1044,new_house,house,regular
1045,new_house,house,regular
1046,new_house,house,regular
1047,new_house,apartament,regular
1048,new_house,house,regular
1049,new_house,house,regular
1050,new_house,house,regular
1051,new_house,house,regular
1052,new_house,house,regular
1053,new_house,house,regular
1054,new_house,house,regular
1055,new_house,house,regular
1056,new_house,house,regular
1057,new_house,house,regular
1058,new_house,house,regular
1059,new_house,house,regular
1060,new_house,apartament,regular
1061,new_house,house,regular
1062,new_house,house,regular
1063,new_house,house,regular
1064,new_house,house,regular
1065,new_house,house,regular
1066,new_house,studio,regular
1067,new_house,house,regular
1068,new_house,house,regular
1069,new_house,apartament,regular
1070,new_house,house,regular
1071,new_house,house,regular
1072,new_house,house,regular
1073,new_house,house,regular
1074,new_house,apartament,regular
1075,new_house,house,regular
1076,new_house,house,good
1077,new_house,apartament,regular
1078,new_house,house,regular
1079,new_house,house,regular
1080,new_house,house,regular
1081,new_house,apartament,regular
1082,new_house,house,regular
1083,new_house,house,regular
1084,new_house,house,regular
1085,new_house,house,good
1086,new_house,house,good
1087,new_house,house,regular
1088,new_house,house,regular
1089,new_house,house,regular
1090,new_house,house,regular
1091,new_house,house,regular
1092,new_house,house,regular
1093,new_house,house,regular
1094,new_house,house,regular
1095,new_house,house,regular
1096,new_house,house,regular
1097,new_house,apartament,regular
1098,new_house,apartament,regular
1099,new_house,apartament,regular
1100,new_house,house,regular
1101,new_house,house,regular
1102,new_house,apartament,regular
1103,new_house,house,regular
1104,new_house,house,regular
1105,new_house,house,regular
1106,new_house,house,regular
1107,new_house,apartament,regular
1108,new_house,house,regular
1109,new_house,house,regular
1110,new_house,house,regular
1111,new_house,apartament,regular
1112,new_house,house,regular
1113,new_house,house,good
1114,new_house,house,regular
1115,new_house,house,regular
1116,new_house,apartament,regular
1117,new_house,house,regular
1118,new_house,house,regular
1119,new_house,house,regular
1120,new_house,house,regular
1121,new_house,house,regular
1122,new_house,house,regular
1123,new_house,house,regular
1124,new_house,house,regular
1125,new_house,house,regular
1126,new_house,house,regular
1127,new_house,apartament,regular
1128,new_house,house,regular
1129,new_house,house,regular
1130,new_house,house,regular
1131,new_house,house,regular
1132,new_house,house,regular
1133,new_house,house,regular
1134,new_house,house,regular
1135,new_house,house,regular
1136,new_house,house,regular
1137,new_house,house,good
1138,new_house,apartament,regular
1139,new_house,house,regular
1140,new_house,house,good
1141,new_house,house,regular
1142,new_house,house,regular
1143,new_house,house,regular
1144,new_house,house,good
1145,new_house,house,good
1146,new_house,house,regular
1147,new_house,house,regular
1148,new_house,house,good
1149,new_house,studio,regular
1150,new_house,apartament,regular
1151,new_house,house,regular
1152,new_house,house,regular
1153,new_house,house,regular
1154,new_house,house,regular
1155,new_house,apartament,regular
1156,new_house,house,regular
1157,new_house,house,regular
1158,new_house,house,regular
1159,new_house,house,regular
1160,new_house,house,good
1161,new_house,house,regular
1162,new_house,house,regular
1163,new_house,house,regular
1164,new_house,house,regular
1165,new_house,house,regular
1166,new_house,house,regular
1167,new_house,house,regular
1168,new_house,apartament,regular
1169,new_house,house,good
1170,new_house,house,good
1171,new_house,house,regular
1172,new_house,house,regular
1173,new_house,house,regular
1174,new_house,house,regular
1175,new_house,house,regular
1176,new_house,house,regular
1177,new_house,apartament,regular
1178,new_house,house,regular
1179,new_house,house,regular
1180,new_house,house,regular
1181,new_house,house,regular
1182,new_house,house,regular
1183,new_house,house,regular
1184,new_house,house,good
1185,new_house,house,regular
1186,new_house,house,regular
1187,new_house,apartament,regular
1188,new_house,apartament,regular
1189,new_house,house,regular
1190,new_house,house,regular
1191,new_house,house,regular
1192,new_house,apartament,regular
1193,new_house,house,regular
1194,new_house,apartament,regular
1195,new_house,house,regular
1196,new_house,house,regular
1197,new_house,house,regular
1198,new_house,apartament,regular
1199,new_house,house,regular
1200,new_house,house,regular
1201,new_house,house,regular
1202,new_house,house,regular
1203,new_house,house,regular
1204,new_house,house,regular
1205,new_house,house,regular
1206,new_house,house,regular
1207,new_house,house,good
1208,new_house,house,regular
1209,new_house,house,regular
1210,new_house,house,regular
1211,new_house,house,regular
1212,new_house,house,regular
1213,new_house,house,regular
1214,new_house,house,regular
1215,new_house,house,regular
1216,new_house,house,regular
1217,new_house,house,regular
1218,new_house,apartament,regular
1219,new_house,house,regular
1220,new_house,house,regular
1221,new_house,house,regular
1222,new_house,house,regular
1223,new_house,house,regular
1224,new_house,house,regular
1225,new_house,house,regular
1226,new_house,house,regular
1227,new_house,house,regular
1228,new_house,house,regular
1229,new_house,house,regular
1230,new_house,house,regular
